4.461765817643232879e+00 5.094666167406690427e+00 1.755411474664779314e+00
-1.121987086705716008e+00 1.718486628233165003e+00 8.678993557676563109e-01
2.270263970829890177e+00 2.652880661687196273e+00 -6.180201541157688272e-01
-1.997702158372364423e+00 2.449066892370403092e+00 7.922591711788385949e-01
9.718790600978463035e-01 3.096907068476093539e+00 -2.622620872759702237e+00
1.117475117770712512e+00 2.340154133233776967e+00 -1.706891399156430067e+00
2.850856991406029550e+00 4.905558826477153467e+00 3.617151713529994872e+00
4.019337219239641712e+00 4.422743871682321526e+00 9.175758004269105594e-01
-1.570438478402381488e+00 1.884173593366269994e+00 2.081560940069075716e-01
3.183508167317217641e+00 3.484331421242260696e+00 7.240406711869540324e-02
3.774413602418980940e+00 4.177396643876851279e+00 8.876974100570736992e-01
-4.007697998245234317e-01 2.455524695177371264e+00 -2.117940102804635849e+00
-6.818003034111128624e-01 3.859589897708877615e+00 3.493684099362678985e+00
-2.049712849080665311e+00 2.551935518758138954e+00 -9.326793752185740249e-01
2.237541134228981932e-02 2.202317570114713075e+00 -1.902185973698263144e+00
1.916827873380134939e+00 4.666384515962063162e+00 3.923147288219785089e+00
8.743723735503452499e-01 2.122043604068258649e+00 -1.598535532134955695e+00
4.106128467305081742e+00 4.653748790388227086e+00 1.447355360577964101e+00
-7.262703994498460880e-02 3.296010919338417722e+00 -2.995130504980352715e+00
1.623567415977669848e+00 2.470879822157298289e+00 -1.441092657682112810e+00
-2.738166059058806945e-01 1.844836837263139628e+00 -1.520376703351956627e+00
2.314804690576464541e+00 3.916724041598183437e+00 2.778915622605245161e+00
1.286299130913441280e+00 2.683956741313146210e+00 -2.007158262385834391e+00
3.734484361041605638e+00 4.045553615816229964e+00 -2.877471912803077903e-01
4.135452410727813444e+00 4.449542791234787131e+00 -3.416705063275180532e-01
2.582438043497204738e+00 3.693029460710179901e+00 2.200832268198906760e+00
4.016777970348863747e+00 4.433417979382391572e+00 -9.750071431541817990e-01
2.317567027138403013e+00 2.622911342089790043e+00 -1.574807224083498713e-01
3.538950004118415205e+00 3.939379455355844772e+00 8.490675405505005990e-01
-2.043629228179198343e+00 2.383501735665811250e+00 -4.056587978266248395e-01
1.302712424649187017e+00 2.174148643090579203e+00 -1.347357960997334958e+00
-3.300886974311377786e-01 3.615446367675527295e+00 3.298973487126118709e+00
-8.462544407129735102e-03 2.604497673195310448e+00 -2.304482135123802067e+00
-1.539429689887724217e+00 3.067411522797339529e+00 2.299722323760778675e+00
2.206717458163647283e-01 1.713158866790621015e+00 -1.395823041573432954e+00
3.070037383756525795e+00 3.512449705585307225e+00 9.458877170428388048e-01
3.800058523413929912e+00 4.790424151084557103e+00 2.392376282124660136e+00
3.901461984174192210e+00 4.735140214814408388e+00 2.109280235319046959e+00
-2.452627610786242141e+00 3.350205387285847713e+00 1.813386530069245772e+00
-2.336327026493206116e+00 2.906023655252564897e+00 1.154528179393363274e+00
2.961175284859733914e+00 3.287177445176880486e+00 -3.932810970658882077e-01
2.825469357855561192e+00 3.566206486721777758e+00 -1.638544391135834610e+00
2.441906945369325843e+00 4.319164965315623661e+00 3.192299717848809948e+00
-2.471396696383938885e+00 2.787413874866197627e+00 -2.818264607509809450e-01
-2.129898475944696834e+00 2.434465602901565440e+00 -1.395560537504585419e-01
1.917636336347475323e+00 3.364122036290735362e+00 -2.389877556445584084e+00
2.677612686265104180e+00 4.132367117948549939e+00 -2.741792849411758493e+00
3.254553155021205235e+00 3.658065417977432787e+00 -8.273373632064919825e-01
1.750493034596906528e+00 2.618561435836768148e+00 -1.520362215913421799e+00
-9.301020876012977556e-01 2.286929889468956478e+00 1.755790560489726149e+00
3.611941426504454267e+00 4.081649418135984142e+00 -1.120156887756888153e+00
1.061045913309697220e+00 5.352985908108324864e+00 4.940328749930524843e+00
-6.081138710704805384e-01 2.730233773929437557e+00 2.352920252741046880e+00
-1.785520858580412540e+00 2.203557632319110837e+00 -6.598840224877446925e-01
3.506090606850620794e+00 4.749780180297876520e+00 2.740049691068694226e+00
2.776442728027469720e+00 3.077079072475197741e+00 -5.944705848977993590e-02
4.240810242412367259e+00 4.540826784580001885e+00 -1.184502686851196529e-02
-2.220650460904101564e+00 3.811665753569423387e+00 2.720387453154184065e+00
1.560936711917501940e+00 3.996793231969573590e+00 3.351082926655833294e+00
3.552673054620897553e+00 4.235450199267036808e+00 1.693009875305392598e+00
1.116143179244906136e+00 3.419540731235234166e+00 -2.913032574012987652e+00
3.216299694843343104e-01 1.925472192796050086e+00 -1.593334243742569489e+00
7.688551531888271340e-01 3.347810542759605656e+00 2.949239030321480826e+00
-5.626671246000971571e-01 2.764994427001213229e+00 2.399917338585081161e+00
2.181910275353121653e-01 2.878863369195276967e+00 -2.569616499106491148e+00
1.356793091386718331e+00 2.561021738629219779e+00 -1.808682340743994033e+00
2.724612781207303769e+00 3.676374309715346733e+00 -1.994088431285730323e+00
3.453700525560774892e+00 3.774870525785998687e+00 -3.829854445243185967e-01
2.720407389965930456e+00 4.274900976110524553e+00 2.898141025295897677e+00
-2.600628933768167173e+00 3.703389741717844075e+00 2.195402214373963101e+00
3.565169808192848233e+00 5.077302956222377261e+00 3.179966631001217792e+00
-2.278225506432295600e+00 2.638990308794708195e+00 5.296831189276044460e-01
-7.773032962790715761e-01 2.494142802818148930e+00 -2.051843616056636233e+00
9.864222303132157421e-01 2.374326532966140935e+00 -1.824774437817242134e+00
-2.375068151659861293e+00 2.717289081364209213e+00 4.498197170574377290e-01
-7.565792824203663169e-01 4.207135907894150151e+00 3.833183897514979233e+00
9.726607213788218687e-01 3.416333546125591258e+00 2.960652950245018733e+00
3.634058222909897218e+00 4.117676735902327856e+00 1.169733513391322921e+00
1.121600455770221050e+00 4.566514356168748456e+00 4.116449582954960107e+00
2.531916095168635916e+00 3.766093950921662881e+00 2.367109664473057151e+00
1.420390959259906216e-01 6.627044757774109840e-01 9.521684740162250637e-01
-8.355500658233141476e-01 1.395966602255204858e+00 1.475858666494769489e+00
1.843197393232857806e+00 1.606660231392170735e+00 4.878284611951664296e-01
1.929533974929476203e+00 1.633658806486569137e+00 -1.262339870871482528e-01
1.127285043250796370e+00 1.171550598929453013e+00 9.458803288327135572e-01
1.854930431109570677e+00 1.775349658571870881e+00 9.307573803511010047e-01
6.470448507761290546e-01 3.934262824020977045e-01 -2.493450825865441978e-01
-1.517419670955572064e-01 1.244735048112039388e+00 1.537264045077382013e+00
1.520369436687400544e+00 1.529940374349030519e+00 1.018409814200308405e+00
3.735521947942085919e-01 8.328042630509246980e-02 8.580584451564510218e-02
8.471728358928563019e-01 6.404628381384516178e-01 -4.083730354035229881e-01
9.081713647652431831e-01 6.664530827580605887e-01 -3.305394581483339644e-01
1.831534011126794592e+00 2.762931738190982145e+00 2.455001832769871051e+00
1.557126040826785518e+00 1.495895742719777877e+00 -8.947625448676999049e-01
1.545718694015368655e+00 1.309652232117122894e+00 -4.491481129104960557e-01
1.438634208917387136e+00 1.562647331630100611e+00 1.183125815355821508e+00
7.229523907163288854e-01 2.011397022407908519e+00 2.195426162719595453e+00
1.034893051952101350e+00 7.634367181743024755e-01 2.447325572591355636e-01
-6.995681157275803752e-01 1.097296702829687387e+00 1.209562948835685159e+00
6.260039329138157305e-01 1.281353955471148387e+00 1.452170585179537898e+00
