1.571687727152401237e+00 6.230255204589862927e-03
1.503268870679041358e+00 8.986097667554981960e-03
1.369338864206950612e+00 4.416005793149957448e-02
1.412856021284941921e+00 7.494858701310702642e-02
1.090672266272596946e+00 1.638422414046987186e-01
9.332200330905143781e-01 1.679721837184038336e-01
1.250021571063806292e+00 1.731654214959481575e-01
9.342928189192714061e-01 1.976850746002530856e-01
9.564593013756527151e-01 2.160894955803763784e-01
4.432115095820325368e-01 2.529823623834439594e-01
-2.088069911499036424e-01 3.865712826436293881e-01
-6.560050532553279856e-01 4.084438601520147261e-01
-7.552761453259881907e-01 4.347915324044457908e-01
-6.443989377275310959e-01 4.361466468797976503e-01
-1.263828927074059472e+00 5.472322491757223295e-01
-1.656456206003669607e+00 5.973339439328592126e-01
-1.538756773258355359e+00 6.007427213777692954e-01
-1.400175373626172615e+00 6.977288245972708136e-01
-1.252766135839742390e+00 7.148159936743646581e-01
-1.334998343444875557e+00 7.333801675105698914e-01
-1.320948285883653872e+00 7.793829217937524589e-01
-1.188204959766532731e+00 7.863059859350609582e-01
-1.016931486982580068e+00 8.629932355992222526e-01
-8.328425236073060400e-01 8.662892985816984526e-01
-4.919392363468313434e-01 9.489773067815627794e-01
-3.052117727518774970e-01 9.566529677142359134e-01
-2.451863104034822938e-01 9.670298390136766731e-01
-1.123414527564474130e-01 9.726843599648843375e-01
-1.976532205817586318e-01 9.762744547762417513e-01
2.986179448056403007e-03 9.834006771753127651e-01
