7.779134652829933216e-02 2.032316210051290817e+00
4.342641786512535518e+00 -1.076085944120779431e-01
3.158312709235483240e+00 7.474688275394343329e-01
2.653044273231403682e+00 -1.414046252874539555e-01
6.481822228673529418e-01 -3.414189943171899166e-01
3.579565998457097664e-01 4.053292500344513605e-01
2.922334104143918587e+00 6.985567050984400339e-01
-6.263488892777570038e-01 3.194171134683117863e+00
-6.705405684883809503e-01 1.368642031695121108e+00
3.184992241760804532e+00 2.554539384162580085e+00
3.526475615165007405e+00 2.255633207783726224e+00
-7.935350993306161671e-01 2.905063556906787081e+00
-3.225954702288018616e-01 3.448196309141850158e+00
1.981556948967168053e+00 2.596216921058307481e+00
8.505213937366550292e-01 2.147921781317721823e+00
3.065975349829843655e+00 1.830404667149879261e+00
5.385991534649735568e-01 -4.841316698904811755e-01
3.159792981275481694e+00 2.136892364144516776e+00
4.542621035453775491e+00 1.761485598820574650e+00
4.515712156041354342e-01 1.602481313193417467e+00
2.579690269830329008e+00 4.334625990215840829e+00
3.926769596005872831e+00 -5.476490445009738472e-01
1.611344395306082200e+00 -1.842345739363393964e+00
-1.006368091893388383e+00 2.955583976213536967e+00
1.438749065350580336e+00 -1.265194889953753961e-02
7.109473719631169697e-01 3.078923427226655019e+00
4.115103274933948008e+00 -6.003585211667893384e-01
1.938246557654466073e+00 2.730632184634703474e+00
-1.671794859084912099e+00 2.561215130553531893e-01
2.680237721232839654e+00 -7.879522396326770206e-01
-4.716659982301386611e-01 3.953063192585465568e+00
3.587661792987912435e+00 -9.345174232972852657e-01
3.756689720803919386e+00 -8.105182498581833817e-02
7.275093952810592901e-01 2.522554228773461471e+00
1.623683232432275858e-01 2.922437413595636357e+00
-9.058104757497349724e-02 3.044759026682128056e+00
2.692598995412694318e+00 4.293095667125820469e+00
2.750042060678170586e-02 3.349832601777778862e+00
3.257030686692623966e+00 6.511610920105347367e-01
1.144686044632744759e-01 1.424462387603867841e-01
2.192203742970998681e-01 3.099180957404342962e+00
1.058281503928111267e+00 2.933723495606340048e+00
1.740941769102511527e+00 1.488414658753878461e+00
-8.209441004482523896e-01 4.162702015576018155e+00
1.578404131209615036e-01 2.937088672146994164e-02
8.740694033153991738e-01 3.152641975809395092e+00
2.631310356338996570e+00 3.551830738571279955e+00
-1.173928836460376157e+00 6.100594068340123854e-01
1.005259927548516563e+00 -7.700344531420827421e-02
1.130843896455587805e+00 2.023883338598596815e+00
2.705452197002237824e+00 3.385928565068279106e+00
3.157553440191049887e+00 2.307263159205386938e+00
-8.822142004986486263e-01 2.014049758283121827e-01
-6.222464442969001253e-01 -9.870101641370332413e-01
3.694078684812242663e+00 1.844112297626610664e+00
1.930593619574023645e+00 -4.769542861476228079e-02
-2.706901393387260990e-01 3.025106040773129834e+00
2.531067409015117065e+00 2.088703308186520946e+00
2.805452471871268116e+00 4.398092227980838209e-01
4.617986922529315197e-01 1.471481391019143770e+00
2.448169039789992674e+00 2.417058262860863671e+00
-7.295740879709543547e-01 3.568317840128925056e+00
-5.592707177815627873e-01 -8.521584658337304496e-01
3.444013142878574185e-01 3.191637150014300151e+00
2.615966310330967826e+00 1.367066345194684895e-01
2.747534238806972784e+00 2.602103145713883681e+00
3.642137375666469001e+00 2.577007878061328139e+00
1.351081765867397921e+00 3.170146896330872099e+00
-4.077008885258642801e-02 5.779469367642153799e-01
3.320094874590433509e+00 2.698737089335694339e+00
3.796633131428806873e+00 -4.296576310762068585e-01
3.024932485547496164e+00 5.972838994011347991e-01
1.343075083689317495e+00 -1.207060696298245750e+00
-4.404261144113948423e-01 2.678804450966971284e+00
3.799634855515835685e+00 -2.069972556109790585e+00
1.856192894942266802e+00 3.663929483069854331e-01
-1.322272255785223116e+00 3.135704657608834101e+00
2.931353009850294011e+00 2.963254928049998682e+00
-4.905441704298698080e-01 -7.716902138198581396e-01
2.574257315158007930e+00 1.533185915808745969e+00
3.917065784573693143e+00 2.845512858958089808e+00
3.910329194085612414e+00 3.175816496936111899e-01
1.989727115784769351e+00 -9.832163187867362097e-01
-5.794276645529295999e-01 -4.029354105751248305e-01
2.371184299080797420e+00 2.807416824770626818e+00
7.623691190695609521e-01 -3.557646469355084107e-01
7.814216269976053120e-01 2.698430195575762802e+00
7.943999383347311039e-01 3.407005325091635672e+00
1.394802481859276133e+00 1.438478864610482244e+00
-4.619790325368464678e-01 1.325356559077737195e+00
-5.038688654592656802e-01 4.094283725436298482e+00
-2.936163834761636865e-02 3.526177903096091359e+00
5.172273460685158142e+00 4.075226233882203175e+00
7.663278017248223994e-01 2.552226401061051142e+00
3.501645434640181076e+00 3.084810249604938992e+00
-3.033106276535238455e-01 2.733574859888978636e+00
2.275525458866282769e+00 -1.341084141558692155e-01
3.398041799596291490e+00 3.565844204682147911e+00
3.120503479689044291e+00 2.650467396415260524e+00
2.889153382640414769e-01 2.230728901605145253e+00
2.701894018998713953e+00 4.907785721040119342e-01
8.538075379320025915e-01 1.732995714363835926e+00
-5.564772695875236375e-01 -5.013075217301482533e-01
3.243556535692792231e+00 4.262539842467070628e+00
2.330572362905626083e+00 -2.171187027653231350e-01
-5.443046984930260956e-01 4.950331526045643193e-01
-5.350887430124362520e-01 -7.664319633380710650e-01
2.454334249210784247e+00 3.048284681814184882e+00
2.770268432113229262e-01 -8.961790224431694929e-01
3.903536868582714980e+00 -5.400093919018972288e-01
3.517285439905815103e+00 2.873089737198146754e-01
2.768524078790071563e+00 3.753400851239445224e+00
2.065073252339200138e+00 1.906943662193694156e+00
1.824682290394273654e+00 2.898033343731451605e+00
2.040881857932718368e+00 2.503007973122080898e+00
-4.018131562116471489e-01 3.166383290268714124e+00
-8.629760926113729802e-01 2.017583497477777321e+00
-1.305443815757374892e+00 3.148582941781663980e+00
4.326719887805111076e-01 2.505823404346451788e+00
-1.063907699616161828e+00 2.269452814873792690e+00
3.259382441818607923e+00 2.449939231318610133e+00
2.816349600075032544e+00 1.047929327957228818e+00
2.516614906691360787e+00 3.861041637264197579e+00
3.459816180528745289e-01 -9.956211454517185366e-01
1.219927999872386509e-01 -5.576314758574841823e-01
3.873689400272661842e+00 3.108947224877928850e+00
-4.068792246511886979e-01 8.033368948463512904e-01
-2.351689398490027505e-01 -2.304765317769288946e-01
2.800780913476899059e+00 2.528672813711177358e+00
3.660791314574215249e+00 3.668827626873791270e-01
-7.740273994179297512e-01 3.018790218140192730e-02
5.856815738769679536e-01 6.840255645183183075e-01
-1.537302152342535422e+00 2.261189274938767646e+00
3.705414315365931799e+00 3.019775526760583695e+00
-1.075008619262001613e-02 1.844465038259846534e-01
3.245506171856566535e+00 -4.291722306913399176e-01
2.163043663960358742e+00 3.466043498464022932e+00
2.794914966325657613e+00 2.603036328970935731e+00
1.675342476632852629e+00 8.514611084192568180e-01
-6.514004342202462938e-01 1.617999593590977003e+00
