1.571687727152401237e+00 6.230255204589862927e-03 3.881607991431907463e-05 2.418340839079624393e-07 1.506688059914804674e-09 9.387051126977615084e-12 5.848372413960341962e-14 3.643685267045620274e-16 2.270108909889838012e-18 1.414335785082698467e-20 8.811672886049172209e-23 5.489897085945122633e-25 3.420345989237232182e-27 2.130962840094333203e-29 1.327644232528531344e-31 8.271562389554597445e-34 5.153394462761229622e-36 3.210696267292273017e-38 2.000345712965492829e-40 1.246266428918228254e-42
1.503268870679041358e+00 8.986097667554981960e-03 8.074995129083708742e-05 7.256269489497695865e-07 6.520554633472562047e-09 5.859434078301261804e-11 5.265344690421515024e-13 4.731490164146978538e-15 4.251763272810049862e-17 3.820676002879432614e-19 3.433296771795815862e-21 3.085194011305843476e-23 2.772385470895003499e-25 2.491292661357291315e-27 2.238699917341959781e-29 2.011717610558211679e-31 1.807749092801642582e-33 1.624460990634947717e-35 1.459756511897875736e-37 1.311751458676369803e-39
1.369338864206950612e+00 4.416005793149957448e-02 1.950110716513398434e-03 8.611700221406981797e-05 3.802931806660400262e-06 1.679376888916656125e-07 7.416138070338106641e-09 3.274970868141302273e-10 1.446229032610933720e-11 6.386555786231541748e-13 2.820306735027387106e-14 1.245449088034078278e-15 5.499910387831821146e-17 2.428763613447095038e-18 1.072543418717419570e-19 4.736357950460985788e-21 2.091578414766757172e-22 9.236422396437404136e-24 4.078809481064759028e-25 1.801204629753694670e-26
1.412856021284941921e+00 7.494858701310702642e-02 5.617290695261275245e-03 4.210080004517061688e-04 3.155395475506890367e-05 2.364924323567923562e-06 1.772477364443438179e-07 1.328446739777516388e-08 9.956520606849353721e-10 7.462271510502419500e-11 5.592867056203201181e-12 4.191774832145854054e-13 3.141676007464356160e-14 2.354641776124329935e-15 1.764770740425512060e-16 1.322670733969668101e-17 9.913230259461580763e-19 7.429826006822218663e-20 5.568549609645605623e-21 4.173549249553268379e-22
1.090672266272596946e+00 1.638422414046987186e-01 2.684428006851556983e-02 4.398227015321070146e-03 7.206153723969023484e-04 1.180672378041901373e-04 1.934440087830009174e-05 3.169429998531709545e-06 5.192865149347262091e-07 8.508106653814010261e-08 1.393987264271118490e-08 2.283939978677841734e-09 3.742058453403773694e-10 6.131072444730746495e-11 1.004528651559271311e-11 1.645842258267106048e-12 2.696584845930536928e-13 4.418145052952033154e-14 7.238787883267423826e-15 1.186019231847709290e-15
9.332200330905143781e-01 1.679721837184038336e-01 2.821465450312921064e-02 4.739277129750909742e-03 7.960667287309493951e-04 1.337170668105037920e-04 2.246074771258002128e-05 3.772780841230209968e-06 6.337222365923949886e-07 1.064477079513355493e-07 1.788025395640473311e-08 3.003385302496932419e-09 5.044851878081686171e-10 8.473947864972716363e-11 1.423387527595373039e-11 2.390895112877346069e-12 4.016038731516674361e-13 6.745827956305442937e-14 1.133111452809282661e-14 1.903312051247082776e-15
1.250021571063806292e+00 1.731654214959481575e-01 2.998626320186938490e-02 5.192583906440151852e-03 8.991759808117859515e-04 1.557061877163055019e-04 2.696292762542126713e-05 4.669046727020818682e-06 8.085174444688372185e-07 1.400072640582730567e-07 2.424441689314536681e-08 4.198294670225003782e-09 7.269994661337053826e-10 1.258911689803723875e-10 2.179999733910381645e-11 3.775005727836460929e-12 6.537004580104192620e-13 1.131983153434686184e-13 1.960203398908299772e-14 3.394394477897459584e-15
9.342928189192714061e-01 1.976850746002530856e-01 3.907938871970762645e-02 7.725411874387691329e-03 1.527198622706011765e-03 3.019043736590417250e-04 5.968198862893034151e-05 1.179823837440155168e-05 2.332335633195139106e-06 4.610679436410096411e-07 9.114625083445827462e-08 1.801825339574326337e-08 3.561939766703770681e-09 7.041423285024430078e-10 1.391984287392013646e-10 2.751745176954703381e-11 5.439789505871771367e-12 1.075365194277935044e-12 2.125836486533492313e-13 4.202461444283133175e-14
9.564593013756527151e-01 2.160894955803763784e-01 4.669467010018150260e-02 1.009022770824030343e-02 2.180392215764784258e-03 4.711598540719914266e-04 1.018126952041403696e-04 2.200065395034129937e-05 4.754110214567666162e-06 1.027313278199441939e-06 2.219916080891402660e-07 4.797005461505892192e-08 1.036582490473118731e-08 2.239945874937865328e-09 4.840287742426682294e-10 1.045935336724860392e-10 2.260156393225662158e-11 4.883960549448960828e-12 1.055372571564883956e-12 2.280549266388204262e-13
4.432115095820325368e-01 2.529823623834439594e-01 6.400007567710816470e-02 1.619089033751401271e-02 4.096009686675571720e-03 1.036218206880656261e-03 2.621449299214046532e-04 6.631804365835931468e-05 1.677729535334011491e-05 4.244359812892759051e-06 1.073748172270962481e-06 2.716393492260132555e-07 6.871996428349816645e-08 1.738493890734525982e-08 4.398082914672052287e-09 1.112637405711998727e-09 2.814776393732077955e-10 7.120887816674921100e-11 1.801459022129905865e-11 4.557373591553924585e-12
-2.088069911499036424e-01 3.865712826436293881e-01 1.494373565647408031e-01 5.776819060210524465e-02 2.233152353705748078e-02 8.632725697106709978e-03 3.337163845441160417e-03 1.290051708124135893e-03 4.986969434861522393e-04 1.927819170938994346e-04 7.452395296148652806e-05 2.880882008399534704e-05 1.113666253131963313e-05 4.305113919101478640e-06 1.664233409634000824e-06 6.433448437805963226e-07 2.486986414424304981e-07 9.613975281412844329e-08 3.716486755839911475e-08 1.436687052133095540e-08
-6.560050532553279856e-01 4.084438601520147261e-01 1.668263868958785590e-01 6.813921343896613136e-02 2.783104336473336132e-02 1.136741878394981024e-02 4.642952408080981870e-03 1.896385404058688632e-03 7.745669747696689233e-04 3.163671251211917974e-04 1.292182098096949898e-04 5.277838441660476503e-05 2.155700706370498841e-05 8.804827178423913815e-06 3.596277600726835414e-06 1.468877505419094601e-06 5.999539984038370059e-07 2.450475270216988299e-07 1.000881578574478159e-07 4.088039355080018971e-08
-7.552761453259881907e-01 4.347915324044457908e-01 1.890436766506062294e-01 8.219458986228762865e-02 3.573751168157896646e-02 1.553836746835550106e-02 6.755950602629677212e-03 2.937430115366096006e-03 1.277169741190993003e-03 5.553025889130212443e-04 2.414408635816485123e-04 1.049764430617177049e-04 4.564286854517229437e-05 1.984513275809013911e-05 8.628495682659676735e-06 3.751596860208745600e-06 1.631162547813867932e-06 7.092156637647317167e-07 3.083609652535038814e-07 1.340727366162850068e-07
-6.443989377275310959e-01 4.361466468797976503e-01 1.902238975844909030e-01 8.296551508788174711e-02 3.618513121223488477e-02 1.578202364512175382e-02 6.883276693797533985e-03 3.002118049545654272e-03 1.309363720846655173e-03 5.710745963933241314e-04 2.490722703351821131e-04 1.086320355374281699e-04 4.737949804337631039e-05 2.066440920246651188e-05 9.012712783407801908e-06 3.930864459774000771e-06 1.714433353469397727e-06 7.477443584145647419e-07 3.261261946457980166e-07 1.422388462544330318e-07
-1.263828927074059472e+00 5.472322491757223295e-01 2.994631345379198395e-01 1.638758846583978079e-01 8.967816894727628774e-02 4.907478609497842315e-02 2.685530557257250622e-02 1.469608927078016117e-02 8.042173985736228436e-03 4.400936958476919618e-03 2.408334630267887182e-03 1.317918376489277642e-03 7.212074373962438665e-04 3.946679680886054490e-04 2.159750398547397661e-04 1.181885068255255185e-04 6.467656241685253962e-05 3.539310072032820755e-05 1.936824611248808399e-05 1.059892888272579354e-05
-1.656456206003669607e+00 5.973339439328592126e-01 3.568078405743841941e-01 2.131334346364637811e-01 1.273118350953551803e-01 7.604768056683830491e-02 4.542586095993577516e-02 2.713440868374413645e-02 1.620830335534690844e-02 9.681769767709564115e-03 5.783249719595875797e-03 3.454531363754806492e-03 2.063508843951417353e-03 1.232603876097834988e-03 7.362761346164491821e-04 4.398027273140843268e-04 2.627090976589497966e-04 1.569250614116631686e-04 9.373666583493490186e-05 5.599209229429816221e-05
-1.538756773258355359e+00 6.007427213777692954e-01 3.608918172883681663e-01 2.168031324407829752e-01 1.302429037857008864e-01 7.824247646036493198e-02 4.700359823613568105e-02 2.823706951892346675e-02 1.696321398653134055e-02 1.019052733358227769e-02 6.121885122650759861e-03 3.677677928543296795e-03 2.209338247144057316e-03 1.327243871033311753e-03 7.973320950165166702e-04 4.789914526020603853e-04 2.877506287528525455e-04 1.728640957951528198e-04 1.038468473364875095e-04 6.238523767542326730e-05
